qid,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,work,leisure,home,money,relig,death
318065,0,0,0,0,0,0,2.17,0,2.17,0,0,6.52,6.52,0,0,0,0,0,2.17,2.17,0,0,0,0,6.52,0,2.17,4.35,0,0
318579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,7.41,3.7,0,22.22,0,3.7,11.11,0,0
321918,2.33,2.33,0,0,0,0,4.65,0,0,0,0,2.33,0,0,0,2.33,0,0,2.33,0,0,2.33,0,0,2.33,6.98,0,11.63,0,0
321976,0,0,0,0,0,0,2.13,0,0,0,2.13,6.38,2.13,2.13,0,2.13,0,0,4.26,0,2.13,2.13,0,0,8.51,4.26,0,6.38,0,0
323504,2.17,2.17,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,8.7,2.17,2.17,4.35,2.17,0,6.52,2.17,0,10.87,0,0
323815,1.43,1.43,0,0,0,0,11.43,1.43,2.86,1.43,0,2.86,1.43,0,0,1.43,0,0,15.71,4.29,1.43,7.14,4.29,0,10,2.86,0,2.86,0,0
325090,3.57,3.57,0,0,0,0,0,0,0,0,0,16.07,1.79,3.57,0,1.79,5.36,3.57,1.79,0,1.79,1.79,1.79,0,1.79,0,0,3.57,0,0
325191,4.08,4.08,0,0,0,0,2.04,0,0,0,2.04,2.04,0,2.04,0,0,0,0,6.12,0,0,4.08,2.04,0,12.24,0,0,16.33,0,0
325292,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,4,0,8,0,0
332951,0,0,0,0,0,0,12.9,11.29,0,3.23,6.45,6.45,1.61,0,0,3.23,0,1.61,9.68,3.23,0,6.45,0,0,0,1.61,0,0,0,0
334145,0,0,0,0,0,0,1.01,0,0,0,0,2.02,0,1.01,0,0,1.01,0,1.01,0,0,1.01,0,0,0,0,0,0,0,0
334331,5,5,0,0,0,0,5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,7.5,2.5,2.5,2.5,2.5,0,0,5,0,0,0,0
334433,2.44,2.44,0,0,0,0,7.32,2.44,0,4.88,0,4.88,4.88,0,0,0,0,0,2.44,2.44,0,0,0,0,2.44,0,7.32,4.88,0,0
334486,2.22,0,2.22,0,0,2.22,2.22,0,0,2.22,0,0,0,0,0,0,0,0,2.22,0,0,2.22,0,0,2.22,0,0,2.22,0,0
334635,2.27,2.27,0,0,0,0,9.09,2.27,0,0,4.55,0,0,0,0,0,0,0,4.55,0,2.27,2.27,0,0,2.27,4.55,0,0,0,0
334636,0,0,0,0,0,0,1.79,0,0,0,1.79,3.57,0,1.79,0,0,0,1.79,10.71,0,5.36,5.36,1.79,0,5.36,1.79,0,0,0,0
334704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335245,7.25,4.35,2.9,0,0,0,10.14,0,0,0,1.45,1.45,1.45,0,0,0,0,0,13.04,7.25,2.9,4.35,2.9,0,2.9,8.7,0,0,0,5.8
335694,3.39,0,3.39,0,0,0,0,0,0,0,0,5.08,0,0,0,3.39,1.69,1.69,1.69,0,0,1.69,0,0,0,0,0,0,0,0
335711,1.96,1.96,0,0,0,0,7.84,0,1.96,0,3.92,0,0,0,0,0,0,0,3.92,1.96,1.96,1.96,0,0,3.92,3.92,0,0,0,0
335931,6.9,6.9,0,0,0,0,6.9,0,0,0,3.45,10.34,6.9,0,0,3.45,0,3.45,0,0,0,0,0,0,0,10.34,0,0,0,0
335994,4.55,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,6.82,0,0,2.27,2.27,2.27,0,4.55,0,0,0,0
336089,0,0,0,0,0,0,13.89,2.78,0,0,2.78,8.33,5.56,0,0,2.78,0,2.78,8.33,8.33,0,0,0,0,2.78,0,0,0,0,0
336849,3.39,0,3.39,0,0,0,0,0,0,0,0,5.08,0,0,0,3.39,1.69,1.69,1.69,0,0,1.69,0,0,0,0,0,0,0,0
337342,1.67,0,1.67,0,1.67,0,15,0,0,0,11.67,3.33,0,0,0,0,0,3.33,6.67,0,1.67,3.33,1.67,0,0,0,0,0,0,3.33
337347,1.72,1.72,0,0,0,0,22.41,10.34,0,5.17,12.07,0,0,0,0,0,0,0,12.07,6.9,0,5.17,0,0,1.72,0,0,0,0,3.45
337365,1.85,1.85,0,0,0,0,9.26,0,0,0,3.7,1.85,0,1.85,0,0,0,0,5.56,0,1.85,5.56,0,0,5.56,5.56,3.7,1.85,0,11.11
337396,0,0,0,0,0,0,6.67,1.67,0,0,3.33,8.33,3.33,3.33,0,0,0,1.67,6.67,1.67,0,3.33,0,1.67,0,1.67,1.67,0,0,3.33
337469,0,0,0,0,0,0,6.98,0,0,0,2.33,2.33,2.33,0,0,2.33,0,0,6.98,0,0,6.98,0,0,9.3,0,0,0,0,2.33
337509,0,0,0,0,0,0,10.87,2.17,0,0,8.7,6.52,4.35,2.17,0,0,0,0,2.17,0,0,2.17,0,0,0,0,0,2.17,0,2.17
337522,2.13,2.13,0,0,0,0,8.51,0,0,0,4.26,2.13,0,0,0,2.13,0,2.13,6.38,2.13,2.13,4.26,0,0,0,12.77,0,0,0,4.26
337586,5.88,5.88,0,0,0,0,2.94,0,0,0,0,2.94,0,0,0,2.94,0,0,0,0,0,0,0,0,0,2.94,0,0,0,2.94
337590,1.37,1.37,0,0,0,0,5.48,0,0,0,2.74,8.22,5.48,0,0,0,1.37,1.37,5.48,1.37,1.37,2.74,2.74,0,0,0,1.37,0,0,1.37
337744,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,3.12,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,0,6.25
338032,3.92,3.92,0,0,0,0,11.76,0,0,0,1.96,1.96,0,0,0,0,1.96,0,9.8,0,9.8,7.84,0,0,0,0,0,0,0,0
340713,0,0,0,0,0,0,6.67,0,0,0,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0
340804,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340875,3.92,3.92,0,0,0,0,3.92,0,0,0,1.96,3.92,1.96,0,0,0,0,1.96,1.96,0,0,0,1.96,0,0,0,0,0,0,0
340891,0,0,0,0,0,0,4,0,0,0,0,20,8,4,0,8,0,4,8,0,0,8,0,0,0,8,0,0,0,0
341003,0,0,0,0,0,0,0,0,0,0,0,4.65,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341244,0,0,0,0,0,0,0,0,0,0,0,8.33,0,4.17,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0
387496,7.55,1.89,5.66,0,5.66,0,6.6,0,0,0,4.72,1.89,0,0.94,0,0.94,0,0,3.77,0.94,0,2.83,0,0,2.83,2.83,0,0.94,0,4.72
387603,7.32,4.88,2.44,0,2.44,0,1.22,0,0,0,1.22,2.44,1.22,1.22,0,0,0,0,17.07,2.44,2.44,12.2,0,0,6.1,0,0,0,0,2.44
388600,6.48,0.93,5.56,0,4.63,0,18.52,3.7,0,0,11.11,11.11,0,6.48,0,3.7,0.93,1.85,24.07,2.78,1.85,19.44,0.93,0.93,1.85,0,0,0,0.93,2.78
393069,1.1,0.55,0.55,0,0.55,0,8.24,3.3,1.65,0.55,2.2,4.95,2.75,0.55,0.55,0.55,0.55,0,9.89,4.4,1.1,3.3,1.1,0,2.2,2.75,2.2,0,0,1.65
393395,0,0,0,0,0,0,2.74,0,0,0,0,13.7,5.48,8.22,1.37,0,0,0,10.96,2.74,0,8.22,0,0,1.37,0,0,0,0,0
395940,0,0,0,0,0,0,2.22,0,0,0,2.22,22.22,8.89,6.67,2.22,2.22,0,2.22,2.22,0,0,0,0,2.22,2.22,0,0,0,0,0
399003,0,0,0,0,0,0,20,0,6.67,0,6.67,13.33,6.67,6.67,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
403256,2.78,2.78,0,0,0,0,0,0,0,0,0,2.78,0,0,0,2.78,0,0,5.56,0,5.56,2.78,2.78,0,0,5.56,0,0,0,0
404064,8.82,5.88,2.94,0,0,0.98,14.71,0,0.98,3.92,0.98,5.88,1.96,0.98,1.96,1.96,0,1.96,3.92,0.98,0,0.98,1.96,0,0,5.88,0,0,0,2.94
405238,4.55,2.27,0,0,0,0,11.36,0,0,0,4.55,4.55,4.55,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0
406314,2.5,0,2.5,0,2.5,0,25,10,0,7.5,12.5,0,0,0,0,0,0,0,7.5,7.5,0,0,0,0,0,0,0,0,0,2.5
406315,7.04,5.63,1.41,0,0,0,7.04,1.41,0,2.82,1.41,8.45,4.23,1.41,0,5.63,0,0,7.04,2.82,1.41,0,1.41,1.41,2.82,5.63,0,0,0,0
408945,7.69,7.69,0,0,0,0,3.85,0,1.92,0,1.92,1.92,0,0,0,0,1.92,0,9.62,1.92,1.92,5.77,3.85,0,1.92,1.92,0,0,0,0
410905,2.7,2.7,0,0,0,0,13.51,0,0,0,0,0,0,0,0,0,0,0,5.41,5.41,0,0,0,0,16.22,0,0,2.7,0,0
411031,2,2,0,0,0,0,14,6,0,0,4,4,2,0,0,2,0,0,12,8,0,2,2,0,0,6,2,0,0,0
411782,4.08,2.04,2.04,0,0,2.04,4.08,0,0,0,0,0,0,0,0,0,0,0,10.2,4.08,2.04,4.08,0,0,4.08,0,2.04,0,6.12,0
413858,6.52,4.35,2.17,0,0,2.17,17.39,6.52,0,2.17,4.35,17.39,2.17,2.17,2.17,4.35,0,6.52,4.35,2.17,2.17,2.17,2.17,0,6.52,0,0,0,0,0
415072,0,0,0,0,0,0,14.29,9.52,0,0,0,9.52,0,4.76,0,4.76,0,0,9.52,9.52,0,0,0,0,0,0,0,0,0,0
415135,0,0,0,0,0,0,13.04,8.7,0,0,0,4.35,0,4.35,0,0,0,0,21.74,8.7,8.7,13.04,8.7,0,0,4.35,0,0,0,0
416305,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,6.45,3.23,0,3.23,0,0,0,6.45,0,0,0,0
417391,7.55,0,7.55,0,0,1.89,9.43,0,0,0,0,11.32,5.66,1.89,0,1.89,1.89,0,16.98,7.55,0,7.55,1.89,0,1.89,5.66,0,0,0,3.77
418022,4.84,1.61,3.23,0,0,0,8.06,0,0,0,3.23,1.61,0,1.61,0,0,0,0,3.23,0,0,1.61,1.61,0,0,4.84,1.61,0,0,4.84
419220,1.85,1.85,0,0,0,0,7.41,0,0,0,1.85,3.7,1.85,1.85,0,0,0,0,9.26,3.7,3.7,5.56,1.85,0,1.85,11.11,0,0,1.85,0
419657,2.33,0,2.33,0,0,0,18.6,4.65,0,0,0,4.65,0,0,2.33,0,2.33,0,16.28,4.65,4.65,4.65,4.65,2.33,9.3,2.33,2.33,6.98,0,0
421764,5.13,2.56,2.56,0,0,0,10.26,0,0,0,0,15.38,7.69,2.56,5.13,2.56,2.56,5.13,0,0,0,0,0,0,2.56,0,2.56,0,0,0
422888,4,2,2,2,0,0,12,0,0,0,4,12,4,2,0,2,0,4,6,2,0,0,2,2,0,4,2,0,2,0
423754,3.12,1.56,1.56,0,1.56,0,9.38,0,0,0,1.56,14.06,4.69,3.12,0,1.56,1.56,3.12,4.69,0,1.56,3.12,3.12,0,3.12,0,0,0,1.56,0
424356,4.76,4.76,0,0,0,0,9.52,0,0,0,0,21.43,4.76,4.76,2.38,9.52,0,0,7.14,2.38,0,2.38,2.38,0,4.76,0,0,0,0,0
424706,5.77,5.77,0,0,0,0,11.54,0,0,0,3.85,11.54,9.62,0,0,0,1.92,0,7.69,3.85,1.92,3.85,1.92,0,1.92,0,0,0,0,0
425121,0,0,0,0,0,0,12.24,0,0,4.08,4.08,10.2,0,4.08,0,2.04,2.04,2.04,10.2,2.04,8.16,6.12,0,0,0,0,0,0,0,0
427160,0,0,0,0,0,0,0,0,0,0,0,6.38,0,2.13,2.13,0,0,2.13,6.38,0,0,6.38,0,0,10.64,2.13,0,0,4.26,4.26
429515,0,0,0,0,0,0,5.41,2.7,0,0,5.41,5.41,2.7,0,0,0,0,2.7,8.11,5.41,2.7,0,0,0,2.7,0,0,0,0,0
429519,6.12,6.12,0,0,0,0,10.2,0,0,0,2.04,10.2,0,0,2.04,4.08,2.04,2.04,6.12,0,2.04,6.12,2.04,0,2.04,2.04,0,4.08,0,0
429675,5.19,1.3,3.9,2.6,0,0,11.69,0,0,1.3,7.79,11.69,0,3.9,1.3,1.3,1.3,5.19,1.3,0,1.3,1.3,0,0,1.3,0,0,0,0,1.3
431168,2.78,2.78,0,0,0,0,8.33,2.78,0,0,5.56,0,0,0,0,0,0,0,2.78,0,2.78,0,0,0,5.56,2.78,0,0,0,0
431481,4,4,0,0,0,0,2,0,0,0,0,4,0,0,0,2,2,0,12,2,8,6,0,0,6,0,0,0,0,0
432702,8.33,6.67,1.67,0,1.67,0,10,0,0,0,5,0,0,0,0,0,0,0,15,0,1.67,13.33,0,0,3.33,3.33,0,0,0,0
433257,0,0,0,0,0,0,4.17,0,0,0,2.08,0,0,0,0,0,0,0,4.17,2.08,0,2.08,0,0,0,2.08,0,0,0,0
433765,4.17,4.17,0,0,0,0,0,0,0,0,0,10.42,4.17,0,0,6.25,0,4.17,2.08,0,2.08,0,2.08,0,0,0,0,0,0,0
434329,5.36,5.36,0,0,0,0,7.14,1.79,0,0,7.14,7.14,0,1.79,1.79,1.79,1.79,0,8.93,1.79,7.14,0,1.79,0,3.57,5.36,0,0,0,0
436224,2.08,2.08,0,0,0,0,2.08,0,0,0,0,2.08,0,2.08,0,0,0,0,6.25,0,0,6.25,0,0,4.17,6.25,2.08,0,0,4.17
438653,0,0,0,0,0,0,0,0,0,0,0,9.3,2.33,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440261,4.35,4.35,0,0,0,0,4.35,0,0,0,0,4.35,4.35,0,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0
442759,0,0,0,0,0,0,6.8,0,0,0,1.94,3.88,0.97,0.97,0,0,0,1.94,5.83,1.94,0.97,3.88,0,0,0.97,2.91,0,1.94,0,0
444094,8.33,5.56,2.78,2.78,0,0,8.33,0,0,0,0,13.89,8.33,0,0,0,2.78,2.78,2.78,0,0,0,2.78,0,0,2.78,0,0,0,0
444874,2.11,2.11,0,0,0,0,6.32,0,0,1.05,4.21,15.79,0,5.26,1.05,4.21,1.05,5.26,5.26,1.05,1.05,2.11,0,1.05,1.05,1.05,0,0,0,0
445494,2.13,2.13,0,0,0,0,6.38,0,0,0,6.38,2.13,2.13,0,0,0,0,0,2.13,0,2.13,0,2.13,0,4.26,6.38,0,6.38,0,0
445714,4.05,2.03,2.03,0,2.03,0,10.81,2.03,0,0,0.68,7.43,2.7,2.03,0,1.35,0.68,0.68,5.41,0,0.68,5.41,0,0,0.68,0.68,0,0.68,2.7,1.35
446107,3.45,1.72,0,0,0,0,8.62,0,0,0,1.72,8.62,3.45,3.45,0,3.45,0,0,10.34,0,3.45,6.9,3.45,0,5.17,0,0,0,0,0
447807,5.88,5.88,0,0,0,0,17.65,5.88,0,0,0,11.76,11.76,0,0,0,0,0,5.88,0,0,0,5.88,0,0,0,0,0,0,0
448123,2.7,2.7,0,0,0,0,13.51,5.41,0,0,8.11,10.81,2.7,5.41,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448762,5.97,0,5.97,2.99,0,2.99,11.94,2.99,0,0,0,4.48,2.99,0,0,0,0,1.49,1.49,0,0,1.49,0,0,0,0,0,0,0,0
448764,0,0,0,0,0,0,8.33,0,0,0,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449620,5.13,2.56,0,0,0,0,7.69,0,0,0,0,2.56,2.56,0,0,0,0,0,5.13,0,0,5.13,0,0,0,0,0,0,2.56,0
449643,0,0,0,0,0,0,8.51,2.13,0,0,0,6.38,4.26,0,0,2.13,0,0,2.13,2.13,0,0,0,0,2.13,2.13,2.13,0,0,0
453336,4.55,4.55,0,0,0,0,11.36,2.27,0,0,0,4.55,2.27,0,0,0,2.27,0,11.36,4.55,6.82,2.27,2.27,0,0,2.27,2.27,4.55,0,0
453731,0,0,0,0,0,0,2.44,0,0,0,0,2.44,2.44,0,0,0,0,0,4.88,0,0,4.88,0,0,0,2.44,0,0,0,0
455039,5.26,5.26,0,0,0,0,15.79,0,0,0,2.63,2.63,2.63,0,0,2.63,0,0,10.53,10.53,0,0,0,0,0,5.26,0,0,0,7.89
455691,8.11,2.7,5.41,0,2.7,2.7,8.11,0,0,0,5.41,0,0,0,0,0,0,0,5.41,0,0,5.41,0,0,0,10.81,2.7,0,5.41,2.7
457096,0,0,0,0,0,0,5.17,0,0,0,3.45,12.07,1.72,5.17,0,3.45,0,1.72,1.72,0,1.72,1.72,0,0,1.72,0,0,0,0,3.45
458771,11.63,11.63,0,0,0,0,16.28,0,0,4.65,0,11.63,4.65,0,0,9.3,0,0,4.65,0,4.65,4.65,0,0,0,9.3,0,0,0,0
460133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0
461401,0,0,0,0,0,0,7.81,1.56,0,0,1.56,9.38,4.69,4.69,0,0,0,0,1.56,0,1.56,0,0,0,0,0,1.56,0,0,0
461520,4.84,4.84,0,0,0,0,12.9,0,0,0,3.23,17.74,1.61,3.23,0,3.23,9.68,1.61,1.61,0,0,1.61,0,0,0,0,0,0,0,0
462775,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,1.59,0,1.59,0,0,1.59,0,0,1.59,0,0,0,4.76,0
463455,4,4,0,0,0,0,2,0,0,0,2,2,0,2,0,0,0,0,8,0,8,4,2,0,6,10,0,8,0,0
464078,0,0,0,0,0,0,0,0,0,0,0,10.34,0,5.17,0,0,0,5.17,0,0,0,0,0,0,5.17,0,0,0,0,0
464079,3.51,3.51,0,0,0,0,12.28,1.75,1.75,0,0,12.28,1.75,5.26,0,1.75,3.51,0,14.04,10.53,1.75,1.75,0,0,8.77,1.75,1.75,1.75,0,0
464087,0,0,0,0,0,0,1.72,1.72,0,1.72,0,5.17,0,3.45,0,1.72,0,0,5.17,0,0,5.17,0,0,6.9,0,0,0,0,0
464227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,1.85,0
464388,0,0,0,0,0,0,3.64,0,0,0,0,3.64,0,0,0,0,3.64,0,10.91,0,0,10.91,0,0,23.64,0,0,0,0,0
464391,1.82,1.82,0,0,0,0,3.64,0,0,0,1.82,3.64,3.64,0,0,0,0,0,7.27,0,3.64,5.45,1.82,0,10.91,0,0,7.27,0,0
464871,4.44,0,4.44,0,0,0,11.11,0,0,0,0,22.22,11.11,0,0,6.67,0,6.67,4.44,0,0,0,0,4.44,0,0,0,0,4.44,0
468277,2.08,2.08,0,0,0,0,4.17,2.08,0,0,2.08,2.08,0,0,0,2.08,0,0,4.17,2.08,0,0,2.08,0,2.08,2.08,2.08,4.17,0,0
470001,4.35,4.35,0,0,0,0,4.35,0,0,0,4.35,0,0,0,0,0,0,0,2.17,0,0,0,2.17,0,0,8.7,0,2.17,0,0
473402,2.78,2.78,0,0,0,0,9.72,9.72,0,0,8.33,26.39,6.94,2.78,5.56,8.33,6.94,5.56,4.17,1.39,0,2.78,0,0,4.17,0,0,2.78,0,0
473508,7.41,7.41,0,0,0,0,0,0,0,0,0,11.11,0,0,0,7.41,0,7.41,7.41,0,0,7.41,0,0,0,0,0,3.7,0,0
475806,5.56,5.56,0,0,0,0,5.56,0,0,0,0,12.96,3.7,1.85,1.85,7.41,0,3.7,5.56,0,0,1.85,3.7,0,3.7,0,0,0,0,0
480534,3.51,3.51,0,0,0,0,0,0,0,0,0,12.28,0,3.51,1.75,5.26,0,3.51,1.75,1.75,0,0,0,0,1.75,3.51,0,10.53,0,0
481716,5.81,5.81,0,0,0,0,6.98,0,2.33,0,1.16,3.49,0,0,2.33,1.16,0,0,6.98,0,6.98,1.16,4.65,0,9.3,8.14,0,0,0,0
482185,0,0,0,0,0,0,2,0,0,2,0,10,0,4,0,2,2,2,2,0,0,2,0,0,4,0,0,0,0,0
483168,0,0,0,0,0,0,2,0,0,0,2,4,0,2,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0
483178,5.49,1.1,3.3,2.2,1.1,0,3.3,1.1,0,0,2.2,8.79,0,0,1.1,3.3,1.1,5.49,6.59,1.1,0,3.3,0,2.2,2.2,1.1,1.1,0,0,0
483185,1.85,0,1.85,0,0,0,0,0,0,0,0,11.11,3.7,5.56,1.85,3.7,0,1.85,3.7,0,0,1.85,0,1.85,1.85,0,0,0,0,0
485202,0,0,0,0,0,0,6.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33,0,0,9.3,0,0
486386,0,0,0,0,0,0,3.28,0,0,0,0,1.64,0,0,0,0,0,1.64,6.56,0,1.64,4.92,0,0,1.64,0,0,0,0,1.64
489113,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0
489588,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,2.5,0,0,0,0,10,2.5,7.5,2.5,0,0,15,0,0,0,0,0
489772,0,0,0,0,0,0,33.82,0,0,10.29,0,0,0,0,0,0,0,0,10.29,0,0,10.29,0,0,10.29,0,0,11.76,0,0
489858,0,0,0,0,0,0,14.29,7.14,0,2.38,9.52,2.38,0,2.38,0,0,0,0,9.52,2.38,0,7.14,0,0,7.14,11.9,0,2.38,0,0
490623,0,0,0,0,0,0,7.94,0,0,0,0,3.17,0,1.59,0,1.59,0,0,1.59,0,1.59,0,0,0,9.52,0,1.59,0,0,0
490802,3.92,1.96,0,0,0,0,3.92,0,0,0,1.96,0,0,0,0,0,0,0,3.92,0,3.92,0,1.96,0,5.88,0,0,5.88,0,0
493189,1.22,1.22,0,0,0,0,4.88,0,0,0,1.22,6.1,1.22,3.66,1.22,1.22,0,1.22,6.1,1.22,0,4.88,0,0,6.1,2.44,0,0,0,0
494520,4.17,2.78,1.39,0,1.39,0,9.72,1.39,1.39,1.39,4.17,4.17,4.17,0,0,0,0,0,6.94,1.39,1.39,4.17,2.78,0,0,6.94,2.78,2.78,0,5.56
498509,4.11,4.11,0,0,0,0,9.59,0,1.37,0,1.37,6.85,0,1.37,0,2.74,2.74,2.74,6.85,1.37,2.74,1.37,2.74,0,1.37,5.48,0,0,0,0
499551,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0
503607,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,2.63,0,5.26,0,0,0,0,0
508118,20.41,0,18.37,4.08,0,6.12,0,0,0,0,0,16.33,2.04,4.08,4.08,2.04,0,4.08,12.24,0,0,8.16,0,4.08,2.04,2.04,0,2.04,0,0
513397,3.17,3.17,0,0,0,0,6.35,0,0,6.35,0,6.35,0,6.35,0,0,0,0,7.94,1.59,3.17,3.17,0,0,3.17,3.17,3.17,4.76,0,0
513449,1.39,1.39,0,0,0,0,3.47,0,0,0,0,6.94,0,2.78,0,3.47,0.69,2.78,4.86,0,1.39,3.47,0,0,5.56,0,4.17,11.11,0,0
516399,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,5.26,5.26,0,0,0
517791,4.88,0,4.88,0,0,0,12.2,0,0,0,0,26.83,12.2,0,0,7.32,2.44,7.32,4.88,0,0,0,0,4.88,0,0,0,0,0,0
522079,2.7,2.7,0,0,0,0,2.7,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0
522285,1.59,1.59,0,0,0,0,6.35,1.59,0,0,3.17,1.59,0,1.59,0,0,0,0,1.59,0,1.59,0,1.59,0,6.35,4.76,0,9.52,0,0
523396,0,0,0,0,0,0,7.27,0,0,0,5.45,0,0,0,0,0,0,0,9.09,0,1.82,7.27,0,0,12.73,7.27,1.82,5.45,0,0
524054,1.79,0,1.79,0,0,1.79,1.79,0,0,0,1.79,5.36,0,0,0,3.57,0,1.79,1.79,0,0,1.79,0,0,1.79,1.79,0,0,5.36,0
525050,4.55,0,4.55,0,2.27,0,2.27,0,0,0,0,0,0,0,0,0,0,0,15.91,0,4.55,13.64,0,0,4.55,0,0,0,0,0
525070,2.44,2.44,0,0,0,0,0,0,0,0,0,2.44,2.44,0,0,0,0,0,12.2,0,0,12.2,0,0,4.88,0,0,0,0,0
525734,0,0,0,0,0,0,21.43,11.9,2.38,4.76,4.76,4.76,0,0,0,0,0,4.76,9.52,4.76,2.38,0,0,2.38,4.76,2.38,2.38,0,0,0
537512,2.27,2.27,0,0,0,0,0,0,0,0,0,2.27,2.27,0,0,0,0,0,0,0,0,0,0,0,13.64,6.82,0,0,0,0
537995,4.35,4.35,0,0,0,0,4.35,0,0,0,4.35,2.17,0,0,0,0,2.17,0,2.17,0,0,2.17,0,0,2.17,10.87,0,0,0,0
538170,1.37,1.37,0,0,0,0,20.55,0,0,0,13.7,1.37,1.37,0,0,0,0,0,5.48,0,0,4.11,1.37,0,1.37,1.37,0,0,0,0
538340,4.55,4.55,0,0,0,0,10.61,6.06,0,0,4.55,12.12,3.03,0,3.03,4.55,0,6.06,3.03,1.52,0,1.52,0,0,4.55,0,0,1.52,0,0
538688,0,0,0,0,0,0,0,0,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,4.76,9.52,0,0,0,0
538908,0,0,0,0,0,0,5.77,0,0,0,3.85,1.92,0,0,0,0,1.92,0,5.77,3.85,0,1.92,0,0,5.77,1.92,0,0,0,0
539149,4.35,4.35,0,0,0,0,8.7,0,0,0,0,0,0,0,0,0,0,0,8.7,2.17,2.17,0,6.52,0,6.52,4.35,0,0,0,0
539426,15,0,15,0,0,0,15,10,0,0,10,0,0,0,0,0,0,0,25,10,0,0,0,15,10,0,20,0,0,0
539601,0,0,0,0,0,0,2.08,2.08,0,0,2.08,6.25,6.25,0,0,0,0,0,4.17,0,2.08,2.08,0,0,12.5,0,0,0,0,0
540210,10.34,0,10.34,0,6.9,0,10.34,0,3.45,0,3.45,3.45,0,3.45,0,0,0,0,17.24,0,3.45,17.24,0,0,3.45,0,0,0,0,0
540524,8.93,7.14,1.79,0,0,0,7.14,0,0,0,3.57,3.57,3.57,0,0,0,0,0,8.93,0,5.36,3.57,5.36,1.79,7.14,7.14,0,1.79,0,0
540535,4.23,1.41,0,0,0,0,12.68,2.82,0,0,2.82,1.41,0,0,1.41,0,0,0,12.68,5.63,2.82,5.63,1.41,0,8.45,0,0,1.41,0,0
541100,2.56,0,2.56,0,2.56,0,2.56,0,0,0,0,10.26,0,0,2.56,0,5.13,5.13,2.56,0,0,2.56,0,0,2.56,0,0,0,0,2.56
541135,1.96,0,1.96,0,1.96,0,7.84,0,0,0,1.96,9.8,5.88,1.96,0,1.96,0,1.96,11.76,1.96,0,11.76,0,0,0,0,0,0,5.88,1.96
541274,11.43,10,1.43,0,1.43,0,15.71,0,0,4.29,1.43,12.86,2.86,0,0,1.43,2.86,5.71,14.29,4.29,8.57,10,8.57,0,4.29,1.43,0,0,0,0
541277,0.78,0.78,0,0,0,0,3.91,0,0,0,0,8.59,2.34,1.56,0.78,1.56,1.56,3.91,1.56,0,0.78,0.78,0,0,0,7.03,1.56,0.78,0,0
