qid,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,work,leisure,home,money,relig,death
195244,7.32,7.32,0,0,0,0,0,0,0,0,0,7.32,2.44,0,0,4.88,0,4.88,14.63,0,9.76,9.76,0,0,2.44,0,0,0,0,0
196228,4.17,0,4.17,0,4.17,0,2.08,0,0,2.08,0,4.17,0,0,0,4.17,0,4.17,18.75,0,4.17,16.67,0,0,12.5,0,0,0,0,0
196596,0,0,0,0,0,0,3.03,0,0,0,0,3.03,0,3.03,0,0,0,0,3.03,3.03,0,3.03,0,0,0,0,0,0,0,0
197238,3.7,1.85,1.85,0,0,0,0,0,0,0,0,18.52,1.85,1.85,3.7,7.41,1.85,3.7,3.7,0,0,0,0,3.7,3.7,0,0,20.37,0,0
197299,0,0,0,0,0,0,2.17,0,0,0,0,10.87,0,2.17,0,8.7,0,4.35,2.17,0,0,2.17,0,0,0,2.17,0,0,0,0
199572,2.08,0,2.08,0,0,0,2.08,0,2.08,0,0,10.42,0,4.17,0,6.25,0,4.17,0,0,0,0,0,0,2.08,0,0,0,0,0
199692,5.36,3.57,1.79,0,0,0.6,2.38,0,0,0,0,6.55,1.19,1.19,2.38,1.19,0,1.19,4.17,0,1.19,2.98,1.79,0,2.38,0,0,0.6,0,0
201820,0,0,0,0,0,0,0,0,0,0,0,10.87,0,2.17,0,4.35,2.17,4.35,6.52,0,0,0,6.52,0,0,0,0,0,0,0
202235,7.89,5.26,2.63,0,0,2.63,2.63,0,0,0,0,15.79,5.26,5.26,0,5.26,0,2.63,10.53,0,5.26,5.26,2.63,0,2.63,0,0,0,0,0
203405,2.13,0,2.13,0,0,2.13,1.06,0,0,0,1.06,0,0,0,0,0,0,0,4.26,1.06,1.06,2.13,1.06,0,1.06,1.06,0,0,1.06,0
204709,15.28,15.28,0,0,0,0,2.78,0,0,0,0,9.72,0,0,0,6.94,0,4.17,12.5,0,1.39,4.17,1.39,8.33,4.17,0,8.33,4.17,0,0
204897,1.96,1.96,0,0,0,0,5.88,3.92,0,0,0,1.96,0,1.96,0,0,0,0,5.88,3.92,1.96,0,0,0,3.92,3.92,9.8,1.96,0,0
205107,13.79,13.79,0,0,0,0,5.17,0,1.72,0,1.72,15.52,1.72,3.45,0,6.9,1.72,6.9,3.45,1.72,0,1.72,0,0,0,0,0,0,1.72,0
207924,1.89,1.89,0,0,0,0,0,0,0,0,0,7.55,0,3.77,0,0,1.89,1.89,3.77,0,1.89,1.89,0,0,5.66,0,0,3.77,0,0
208325,0,0,0,0,0,0,2.27,0,0,0,0,6.82,0,0,0,2.27,0,4.55,2.27,0,0,2.27,0,0,0,0,0,0,0,0
208822,0,0,0,0,0,0,3.33,0,0,0,0,6.67,1.67,1.67,0,1.67,0,3.33,5,0,0,5,0,0,0,0,0,0,0,0
208836,0,0,0,0,0,0,2.44,0,0,0,0,7.32,0,0,2.44,4.88,0,4.88,4.88,0,2.44,2.44,0,0,0,0,7.32,0,0,0
211107,3.7,3.7,0,0,0,0,5.56,0,0,0,0,11.11,0,1.85,3.7,3.7,0,3.7,3.7,0,3.7,1.85,1.85,0,3.7,0,1.85,3.7,0,0
214040,7.84,7.84,0,0,0,0,1.96,0,0,0,0,9.8,0,7.84,0,0,1.96,0,15.69,0,3.92,15.69,0,0,5.88,3.92,0,11.76,0,0
218000,3.7,3.7,0,0,0,0,12.96,0,0,0,0,14.81,5.56,0,5.56,3.7,3.7,3.7,3.7,1.85,0,1.85,0,0,0,0,0,0,0,0
218550,0,0,0,0,0,0,5,0,0,0,0,7.5,0,2.5,2.5,2.5,0,2.5,5,0,0,2.5,0,2.5,0,0,0,0,0,0
220170,6.56,6.56,0,0,0,0,6.56,0,0,0,0,6.56,1.64,0,0,1.64,3.28,1.64,9.84,1.64,8.2,0,0,0,13.11,0,0,0,0,0
221426,2.08,1.04,1.04,0,0,0,4.17,0,0,0,0,11.46,1.04,2.08,0,4.17,2.08,4.17,5.21,1.04,1.04,2.08,1.04,1.04,3.12,1.04,0,0,0,0
223603,5.71,2.86,2.86,0,0,2.86,2.86,0,0,0,0,11.43,0,0,0,5.71,2.86,2.86,17.14,0,0,14.29,2.86,0,0,0,0,0,0,0
227317,2.99,2.99,0,0,0,0,0,0,0,0,0,4.48,0,2.99,0,0,1.49,0,1.49,1.49,0,0,0,0,8.96,0,0,10.45,0,0
229395,0,0,0,0,0,0,4.08,0,2.04,0,0,12.24,0,2.04,2.04,12.24,0,8.16,10.2,2.04,6.12,4.08,0,0,6.12,0,0,12.24,0,0
230675,6.35,6.35,0,0,0,0,0,0,0,0,0,7.94,0,0,6.35,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231465,0,0,0,0,0,0,2.44,0,0,0,0,4.88,0,0,0,2.44,2.44,2.44,0,0,0,0,0,0,0,0,0,0,0,0
231506,3.85,3.85,0,0,0,0,2.88,0,0,0,0,1.92,0,0.96,0.96,0.96,0,0,4.81,0,0,0.96,3.85,0,0,0,0,0,0,0
232644,5.71,0,5.71,0,5.71,0,4.29,0,0,0,0,2.86,0,0,1.43,1.43,0,2.86,10,2.86,0,5.71,0,1.43,0,0,0,0,0,5.71
233934,0,0,0,0,0,0,1.79,0,0,0,0,10.71,0,1.79,0,8.93,0,5.36,5.36,0,1.79,1.79,1.79,0,1.79,0,0,0,0,0
236732,6.15,2.79,3.35,1.12,0,0.56,0.56,0,0,0,0,7.82,0,5.03,0.56,2.23,0,1.12,2.79,0.56,1.12,0,0.56,1.68,2.79,0.56,0,0,0,0
237370,0,0,0,0,0,0,2.17,0,0,0,0,2.17,0,0,0,2.17,0,0,2.17,0,0,2.17,0,0,0,0,2.17,0,0,0
239619,2.78,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,0,2.78,4.17,0,0,0,0,8.33,0,0,0
239683,0,0,0,0,0,0,3.77,0,0,0,0,9.43,0,0,1.89,5.66,3.77,1.89,9.43,0,0,9.43,0,0,3.77,0,0,11.32,0,0
241151,13.56,13.56,0,0,0,0,5.08,0,1.69,0,0,6.78,0,1.69,1.69,3.39,1.69,3.39,1.69,0,1.69,0,0,0,20.34,0,0,13.56,0,0
241300,3.45,2.59,0.86,0,0,0,4.31,0,0.86,0.86,0,14.66,2.59,1.72,2.59,4.31,1.72,5.17,3.45,0,0.86,1.72,0.86,0.86,3.45,0,0,4.31,0,0
241563,1.72,1.72,0,0,0,0,8.62,0,0,0,0,17.24,1.72,0,3.45,6.9,0,15.52,8.62,0,6.9,1.72,0,0,12.07,0,0,1.72,0,0
242993,0,0,0,0,0,0,0,0,0,0,0,7.14,2.86,1.43,1.43,4.29,0,1.43,1.43,0,0,1.43,0,0,1.43,1.43,0,0,0,0
244120,6.25,0,6.25,0,0,0,0,0,0,0,0,4.17,2.08,0,0,2.08,0,0,8.33,2.08,2.08,0,2.08,2.08,6.25,2.08,0,0,0,0
244533,0,0,0,0,0,0,9.47,1.05,0,0,0,6.32,0,1.05,0,2.11,3.16,0,6.32,3.16,0,2.11,1.05,0,2.11,6.32,1.05,1.05,0,0
245939,1.72,1.72,0,0,0,0,8.62,0,0,0,1.72,8.62,0,3.45,0,1.72,0,3.45,5.17,0,0,3.45,0,1.72,0,0,0,1.72,0,0
247717,2.56,2.56,0,0,0,0,5.13,0,0,0,0,7.69,2.56,0,2.56,5.13,0,5.13,2.56,0,1.28,2.56,1.28,0,0,2.56,3.85,0,0,0
247872,3.33,3.33,0,0,0,0,6.67,0,0,0,0,5,1.67,0,1.67,0,1.67,1.67,3.33,0,1.67,0,1.67,0,0,5,0,0,0,1.67
249505,1.96,1.96,0,0,0,0,3.92,0,1.96,0,0,5.88,0,1.96,0,3.92,0,0,1.96,0,0,1.96,0,0,7.84,1.96,1.96,0,0,0
249706,1.75,1.75,0,0,0,0,0,0,0,0,0,5.26,0,3.51,1.75,1.75,0,1.75,0,0,0,0,0,0,3.51,0,0,5.26,0,0
254076,0,0,0,0,0,0,0,0,0,0,0,21.28,4.26,2.13,0,10.64,4.26,6.38,0,0,0,0,0,0,2.13,0,0,0,0,0
259235,2,0,2,0,0,0,2,0,0,0,0,4,0,0,2,2,0,2,6,0,2,6,0,0,0,0,4,0,0,0
263261,0.88,0.88,0,0,0,0,7.89,0,0,0,1.75,7.89,0,1.75,1.75,4.39,0.88,1.75,7.02,0,2.63,3.51,3.51,0,13.16,0,0,0,0,0
264410,5.17,0,5.17,1.72,0,0,0,0,0,0,0,8.62,0,1.72,1.72,6.9,0,1.72,3.45,0,3.45,0,0,0,0,0,0,0,0,0
267245,0,0,0,0,0,0,4.44,0,2.22,0,0,11.11,2.22,2.22,3.33,2.22,2.22,1.11,6.67,1.11,0,2.22,3.33,0,4.44,0,0,2.22,0,0
268019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,6,0,0,0
268110,0,0,0,0,0,0,0,0,0,0,0,3.37,0,0,1.12,0,2.25,0,0,0,0,0,0,0,2.25,0,6.74,0,0,0
268383,2.5,0.83,1.67,0.83,0,0.83,7.5,0,0,0,0,5.83,0,0,4.17,0.83,0.83,1.67,2.5,0,0,2.5,0,0,1.67,1.67,0,0,0,0
269345,6.67,6.67,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,1.67,0,0,0
275372,0,0,0,0,0,0,2.33,0,0,0,0,4.65,2.33,1.16,0,2.33,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0
276131,0,0,0,0,0,0,2.22,0,0,0,0,8.89,2.22,0,0,2.22,2.22,2.22,4.44,0,0,4.44,0,0,0,0,0,0,0,0
276245,2.86,0,2.86,0,0,2.86,10,0,0,0,0,11.43,4.29,0,2.86,4.29,0,4.29,4.29,0,4.29,0,0,2.86,1.43,0,0,0,0,0
276774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277423,5.41,5.41,0,0,0,0,0,0,0,0,0,5.41,5.41,0,0,0,0,0,2.7,0,0,2.7,0,0,0,2.7,0,0,0,0
277969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0
279195,2.56,2.56,0,0,0,0,2.56,0,0,0,0,5.13,0,0,0,0,2.56,2.56,2.56,0,2.56,0,0,0,2.56,2.56,0,0,0,0
279229,4,0,4,0,0,0,0,0,0,0,0,14,6,3,1,4,0,3,4,1,0,1,1,1,3,0,0,0,0,0
279987,0,0,0,0,0,0,5.77,0,0,0,0,5.77,0,0,0,5.77,0,1.92,15.38,5.77,0,3.85,0,5.77,0,0,0,0,0,0
281199,1.72,1.72,0,0,0,0,3.45,0,1.72,0,0,10.34,0,1.72,1.72,0,6.9,1.72,1.72,0,0,1.72,0,0,8.62,0,0,17.24,0,0
281277,0,0,0,0,0,0,0,0,0,0,0,12.96,0,3.7,0,3.7,5.56,1.85,1.85,0,0,0,1.85,0,5.56,0,0,12.96,0,0
282277,0,0,0,0,0,0,0,0,0,0,0,8.93,3.57,1.79,0,1.79,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0
283547,2.41,2.41,0,0,0,0,2.41,0,0,0,0,8.43,0,2.41,1.2,3.61,0,4.82,1.2,0,0,0,1.2,0,0,0,6.02,0,0,0
284150,0,0,0,0,0,0,0,0,0,0,0,6.52,0,4.35,0,2.17,0,0,2.17,0,0,2.17,0,0,0,0,8.7,2.17,0,0
285605,2.5,0,2.5,1.25,1.25,0,3.75,0,0,0,0,11.25,0,1.25,2.5,5,0,2.5,5,0,0,2.5,2.5,0,0,2.5,2.5,1.25,0,0
286249,3.77,3.77,0,0,0,0,11.32,0,0,0,0,11.32,1.89,0,0,7.55,0,1.89,1.89,0,0,1.89,0,0,0,0,0,0,0,0
286374,2.63,2.63,0,0,0,0,2.63,0,0,0,0,18.42,5.26,5.26,0,5.26,2.63,0,2.63,0,0,2.63,0,0,0,0,0,0,0,0
289249,5.26,2.63,1.32,0,0,0,6.58,0,0,0,0,11.84,2.63,3.95,1.32,2.63,0,5.26,9.21,2.63,2.63,3.95,0,2.63,10.53,3.95,0,0,0,0
295261,0,0,0,0,0,0,7.92,1.98,0.99,3.96,0,2.97,0.99,1.98,0,0,0,0,5.94,1.98,0.99,0.99,1.98,0,1.98,3.96,1.98,0,0,0
296987,5.56,5.56,0,0,0,0,11.11,0,0,0,0,2.78,0,0,0,2.78,0,0,11.11,2.78,2.78,5.56,2.78,0,5.56,0,0,2.78,0,0
297672,0,0,0,0,0,0,11.54,0,0,0,0,11.54,0,1.28,2.56,5.13,0,10.26,3.85,0,2.56,1.28,0,0,6.41,0,0,7.69,0,0
297710,0,0,0,0,0,0,5,0,0,0,0,1.67,0,0,0,0,0,1.67,13.33,10,6.67,3.33,0,0,8.33,13.33,0,0,0,0
298608,1.74,1.74,0,0,0,0,9.57,0,0,0,0,14.78,0.87,0.87,4.35,5.22,0,9.57,2.61,0,0,2.61,0,0,6.09,0,3.48,11.3,0,0
299128,1.19,1.19,0,0,0,0,3.57,0,0,0,0,8.33,0,2.38,2.38,1.19,1.19,2.38,1.19,0,1.19,0,0,0,1.19,0,2.38,1.19,0,0
299393,0,0,0,0,0,0,2.38,0,0,0,0,19.05,0,4.76,0,4.76,2.38,9.52,0,0,0,0,0,0,2.38,0,0,0,0,0
300871,0,0,0,0,0,0,9.26,0,0,0,0,9.26,0,0,0,1.85,7.41,0,9.26,3.7,1.85,0,3.7,0,9.26,0,3.7,0,0,0
301852,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,4.44,0,4.44,0,0,0,4.44,0,4.44,17.78,0,0
304016,0,0,0,0,0,0,0,0,0,0,0,5.71,0,2.86,0,2.86,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0
305109,1.27,1.27,0,0,0,0,6.33,0,0,0,0,10.13,1.27,2.53,0,2.53,1.27,2.53,8.86,3.8,6.33,0,3.8,0,6.33,6.33,0,2.53,0,0
307694,3.57,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0
309148,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,2.7,13.51,0,5.41,8.11,5.41,0,13.51,0,0,5.41,0,0
309243,1.06,1.06,0,0,0,0,0,0,0,0,0,14.89,1.06,5.32,0,6.38,0,5.32,5.32,0,0,3.19,1.06,1.06,4.26,0,2.13,2.13,0,0
309293,3.45,3.45,0,0,0,0,3.45,0,0,0,1.72,8.62,3.45,0,0,3.45,3.45,0,0,0,0,0,0,0,3.45,0,3.45,5.17,0,0
311179,1.79,0.89,0.89,0,0,0,7.14,0,0,0.89,0,7.14,0,1.79,1.79,3.57,0,1.79,2.68,0,0,0.89,1.79,0,5.36,0,2.68,13.39,0,0
315860,2.5,2.5,0,0,0,0,7.5,0,0,0,0,22.5,2.5,5,0,10,7.5,0,0,0,0,0,0,0,5,2.5,0,10,0,0
316215,0,0,0,0,0,0,5.08,0,0,0,0,0,0,0,0,0,0,0,6.78,3.39,0,1.69,1.69,0,6.78,0,0,8.47,0,0
316424,2.38,2.38,0,0,0,0,2.38,0,0,0,0,4.76,0,2.38,0,2.38,2.38,0,0,0,0,0,0,0,2.38,0,2.38,7.14,0,0
316688,0,0,0,0,0,0,2.94,0,0,0,0,5.88,0,0,0,5.88,0,2.94,0,0,0,0,0,0,2.94,0,0,2.94,0,0
317819,2.33,0,2.33,0,0,2.33,1.16,0,0,0,0,6.98,1.16,0,1.16,3.49,1.16,2.33,3.49,0,1.16,1.16,1.16,0,2.33,0,4.65,4.65,0,1.16
318542,0.75,0.75,0,0,0,0,1.49,0,0,0,0,5.97,1.49,2.99,0,1.49,0,0,0.75,0,0,0,0.75,0,5.22,0,0,13.43,0,0
319445,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322779,3.53,3.53,0,0,0,0,7.06,0,0,0,0,10.59,1.18,1.18,1.18,7.06,0,4.71,7.06,1.18,0,4.71,1.18,0,4.71,0,0,5.88,0,0
323628,0,0,0,0,0,0,2.33,0,0,0,0,2.33,0,0,0,0,0,2.33,0,0,0,0,0,0,4.65,0,0,6.98,0,0
323645,0,0,0,0,0,0,0,0,0,0,0,17.65,0,5.88,1.96,3.92,1.96,3.92,1.96,0,0,0,0,1.96,1.96,0,0,5.88,0,0
323946,0,0,0,0,0,0,10.13,0,0,0,3.8,8.86,0,0,1.27,3.8,2.53,6.33,18.99,0,2.53,10.13,6.33,0,13.92,0,0,0,0,0
326002,1.89,1.89,0,0,0,0,2.83,0,0,0,0,13.21,1.89,2.83,0,6.6,0.94,2.83,3.77,0,1.89,1.89,0,0,0.94,0,1.89,0,0,0
327025,0,0,0,0,0,0,7.69,0,0,0,5.13,2.56,0,2.56,0,0,0,0,5.13,0,0,5.13,0,0,7.69,0,0,2.56,0,0
327367,2.13,2.13,0,0,0,0,10.64,0,0,0,0,19.15,2.13,6.38,2.13,8.51,0,4.26,0,0,0,0,0,0,4.26,0,0,0,0,0
328704,1.82,1.82,0,0,0,0,9.09,0,0,0,1.82,5.45,1.82,0,0,3.64,0,1.82,14.55,3.64,3.64,5.45,3.64,0,3.64,3.64,0,0,0,0
329121,4.67,4.67,0,0,0,0,18.69,0.93,0,0,0,18.69,3.74,2.8,0.93,9.35,0.93,4.67,9.35,8.41,0,0.93,0.93,0,0,7.48,0,5.61,0,0
331141,0,0,0,0,0,0,1.11,0,0,0,1.11,8.89,1.11,4.44,1.11,1.11,0,1.11,3.33,0,1.11,2.22,0,0,8.89,3.33,0,7.78,0,0
332248,3.45,3.45,0,0,0,0,1.15,0,0,0,0,8.05,0,0,0,1.15,4.6,2.3,5.75,0,1.15,3.45,2.3,0,2.3,2.3,1.15,0,0,0
332879,2.53,2.53,0,0,0,0,2.53,0,0,0,0,10.13,3.8,5.06,0,0,0,1.27,2.53,0,1.27,1.27,1.27,0,3.8,0,0,0,0,0
344088,0,0,0,0,0,0,7.69,0,0,0,0,20.51,10.26,2.56,5.13,2.56,0,2.56,7.69,0,2.56,5.13,0,0,7.69,0,0,5.13,0,0
347632,5.94,2.97,1.98,0.99,0,0,8.91,0,0,0,0,15.84,4.95,0.99,0.99,2.97,1.98,3.96,3.96,0,0,0.99,1.98,0.99,0.99,0.99,0.99,0.99,0,0
351678,4.26,4.26,0,0,0,0,4.26,0,0,0,0,2.13,0,0,2.13,0,0,0,4.26,4.26,0,0,0,0,10.64,0,0,2.13,0,0
355414,6.56,6.56,0,0,0,0,1.64,0,0,0,0,11.48,0,0,1.64,6.56,3.28,4.92,0,0,0,0,0,0,16.39,0,0,14.75,0,0
359483,0,0,0,0,0,0,3.51,0,0,0,0,15.79,10.53,3.51,0,0,1.75,0,8.77,3.51,1.75,0,3.51,0,0,0,0,0,0,0
360390,1.8,1.8,0,0,0,0,3.6,0,0,0,0,4.5,0,1.8,1.8,2.7,0,0.9,6.31,0.9,0,2.7,3.6,0,0,0.9,0.9,0,0,0
361473,0,0,0,0,0,0,14,0,0,0,0,14,0,2,4,4,6,6,12,0,4,8,4,0,10,0,0,2,0,0
362380,0,0,0,0,0,0,3.74,0,0,0,0,11.21,0,3.74,0,5.61,1.87,5.61,0,0,0,0,0,0,0,3.74,3.74,0,0,0
362845,3.92,3.92,0,0,0,0,3.92,0,0,0,0,11.76,0,0,3.92,3.92,0,5.88,19.61,1.96,0,13.73,5.88,0,15.69,0,0,11.76,0,0
366289,4.88,2.44,2.44,2.44,0,0,0,0,0,0,0,9.76,0,4.88,0,2.44,0,2.44,4.88,0,2.44,0,2.44,0,0,7.32,0,0,0,0
367290,2.61,0.87,1.74,0.87,0,0.87,2.61,0,0,0,0,11.3,0.87,2.61,0,6.96,0,3.48,6.09,1.74,0,3.48,0.87,0.87,1.74,1.74,0,0,0,0
368117,3.2,1.6,1.6,0,0,0,0.8,0,0,0,0,8.8,0,0.8,1.6,4.8,1.6,4.8,4.8,0,1.6,0,1.6,1.6,6.4,0,0,2.4,0,0
374021,2.99,2.99,0,0,0,0,13.43,0,1.49,0,0,5.97,0,1.49,0,2.99,1.49,2.99,14.93,7.46,0,7.46,1.49,2.99,1.49,0,0,5.97,0,0
374698,0,0,0,0,0,0,11.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56,1.64,0,3.28,0,0
375891,2.59,1.72,0.86,0,0,0.86,11.21,0,0,0,0,7.76,0,3.45,1.72,0.86,1.72,1.72,2.59,0,0,0.86,1.72,0,0.86,0.86,6.9,0,0,0
381361,0,0,0,0,0,0,8.93,0,0,0,0,1.79,0,0,0,1.79,0,0,8.93,1.79,3.57,5.36,0,0,0,0,0,0,0,0
381715,3.57,3.57,0,0,0,0,7.14,0,0,0,0,3.57,0,1.79,0,1.79,0,0,5.36,0,0,3.57,0,1.79,0,0,3.57,3.57,0,0
382980,0,0,0,0,0,0,2.31,0,1.54,0,0,14.62,5.38,3.08,0,1.54,3.08,3.08,0,0,0,0,0,0,5.38,0,0,0,0,0
383002,2.56,2.56,0,0,0,0,0,0,0,0,0,10.26,0.85,1.71,0.85,2.56,1.71,5.98,5.98,0,0.85,2.56,2.56,0,0,0.85,0,0,0,0
383768,5.77,5.77,0,0,0,0,3.85,0,0,0,0,11.54,0,3.85,0,7.69,0,5.77,7.69,0,1.92,1.92,1.92,1.92,0,1.92,0,0,0,0
385354,0,0,0,0,0,0,8.2,0,0,0,0,8.2,1.64,1.64,1.64,1.64,0,1.64,8.2,0,3.28,4.92,0,0,4.92,0,0,6.56,0,0
386389,12.33,12.33,0,0,0,0,13.7,1.37,1.37,0,1.37,8.22,0,0,1.37,5.48,1.37,1.37,4.11,1.37,0,1.37,1.37,0,0,1.37,0,4.11,0,0
387326,3.77,3.77,0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,1.89,1.89,0,0,0,0,1.89,0,0,0,0,0,0
388588,4.17,2.08,2.08,0,0,2.08,18.75,2.08,0,0,0,22.92,6.25,4.17,2.08,4.17,2.08,6.25,8.33,2.08,2.08,4.17,0,0,2.08,0,0,0,0,0
390859,2.11,2.11,0,0,0,0,2.11,0,0,0,0,12.63,0,1.05,3.16,5.26,0,4.21,4.21,0,2.11,2.11,0,0,5.26,0,0,0,0,0
392195,3.03,0,3.03,0,0,0,0,0,0,0,0,6.06,0,0,0,6.06,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0
393540,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399774,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,4.55,0,4.55,0,4.55,0,0,0,0,0,0,4.55,0,4.55,0,0,0
401962,10,6,4,2,2,0,10,0,0,0,0,6,2,2,0,0,2,0,8,4,0,4,0,2,8,0,0,8,0,0
402121,2.38,2.38,0,0,0,0,0,0,0,0,0,11.9,0,9.52,0,0,0,2.38,4.76,0,2.38,4.76,0,0,2.38,0,0,2.38,0,0
403937,2.44,0,2.44,0,0,0,0,0,0,0,0,21.95,7.32,4.88,0,7.32,0,4.88,2.44,0,2.44,0,0,0,0,0,0,0,0,2.44
406899,0,0,0,0,0,0,1.32,0,0,0,0,3.95,1.32,0,0,0,0,2.63,6.58,0,2.63,3.95,1.32,0,5.26,0,0,0,0,0
407274,4.05,4.05,0,0,0,0,9.46,0,0,1.35,1.35,10.81,2.7,1.35,0,1.35,1.35,5.41,8.11,4.05,0,1.35,2.7,0,1.35,2.7,0,0,0,0
408120,9.76,4.88,4.88,0,0,4.88,7.32,0,0,0,0,9.76,2.44,0,4.88,4.88,2.44,4.88,24.39,2.44,12.2,17.07,0,4.88,12.2,4.88,0,4.88,0,0
409207,2.86,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,0,0,0,0
409694,0,0,0,0,0,0,3.53,0,0,0,0,11.76,3.53,5.88,0,0,0,2.35,3.53,0,0,1.18,2.35,0,1.18,0,0,0,0,0
410344,1.96,1.96,0,0,0,0,1.96,0,0,0,0,17.65,0,7.84,0,3.92,5.88,1.96,3.92,0,1.96,0,1.96,0,1.96,0,0,0,0,0
411321,8.49,7.55,0.94,0,0,0,2.83,0,0,0,0,11.32,0,2.83,0.94,2.83,3.77,2.83,4.72,0,0,1.89,2.83,0,1.89,0,0,0,0,0
411379,6.35,4.76,1.59,0,0,1.59,11.11,0,3.17,0,0,15.87,0,1.59,4.76,7.94,3.17,6.35,7.94,0,1.59,3.17,1.59,1.59,1.59,0,0,0,0,0
412079,2.99,0.75,2.24,0,0,0,2.99,0,0,0,0,15.67,0.75,4.48,0.75,5.97,0.75,5.22,3.73,0.75,1.49,2.24,0.75,0,2.24,0,0,0,0,0
412081,0,0,0,0,0,0,5.41,0,0,2.7,2.7,2.7,0,0,0,2.7,0,0,2.7,0,0,2.7,0,0,2.7,0,0,0,0,0
412597,4,4,0,0,0,0,4,0,0,0,0,8,1,5,0,1,1,0,6,0,0,1,5,0,1,0,0,0,0,0
413185,0,0,0,0,0,0,4.35,0,0,0,0,10.14,1.45,4.35,2.9,0,0,1.45,8.7,4.35,1.45,1.45,0,1.45,1.45,0,0,0,0,0
413905,11.11,8.89,2.22,0,0,0,13.33,0,0,0,0,17.78,2.22,2.22,4.44,2.22,2.22,4.44,2.22,0,0,0,2.22,0,2.22,0,0,0,0,0
414815,8,6.4,1.6,0,0,0,12.8,1.6,0,0,1.6,6.4,0,0,1.6,1.6,0.8,2.4,17.6,8,3.2,4.8,0,1.6,0,8.8,0,3.2,0,0
415504,6.25,0,6.25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
416175,6.56,6.56,0,0,0,0,18.03,0,0,0,0,13.11,1.64,1.64,1.64,3.28,1.64,8.2,11.48,8.2,3.28,1.64,3.28,0,4.92,0,0,3.28,0,0
416749,10,4,6,4,0,2,0,0,0,0,0,8,0,0,0,4,2,6,10,0,2,4,4,4,0,0,0,2,0,2
416930,1.92,0,0,0,0,0,0,0,0,0,0,1.92,1.92,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0
417902,6.12,6.12,0,0,0,0,0,0,0,0,0,2.04,0,2.04,0,0,0,0,4.08,0,2.04,4.08,2.04,0,0,2.04,0,2.04,0,0
418765,5.45,0,5.45,0,0,0,12.73,0,0,0,0,10.91,3.64,0,0,3.64,3.64,1.82,14.55,10.91,0,0,1.82,1.82,0,0,0,0,0,0
419477,6.52,4.35,2.17,2.17,0,0,4.35,0,0,0,0,15.22,4.35,2.17,0,2.17,2.17,6.52,4.35,4.35,0,4.35,0,0,0,2.17,2.17,0,0,0
420503,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,2.17,0,6.52,0,0,0,0,0,0,4.35,4.35,0,0,0,0
421069,1.22,1.22,0,0,0,0,8.54,0,0,0,0,18.29,0,2.44,2.44,3.66,6.1,3.66,4.88,3.66,0,0,1.22,0,0,0,0,0,0,0
423423,1.69,1.69,0,0,0,0,6.78,0,0,0,0,6.78,0,0,1.69,5.08,1.69,5.08,1.69,0,0,1.69,0,0,15.25,0,0,22.03,0,0
424843,11.76,9.8,1.96,0,0,1.96,0,0,0,0,0,11.76,7.84,5.88,0,0,0,3.92,9.8,0,1.96,7.84,1.96,0,19.61,0,0,27.45,0,0
424885,3.92,3.92,0,0,0,0,7.84,0,0,0,0,13.73,1.96,3.92,0,1.96,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0
