Filename,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,work,leisure,home,money,relig,death
159733,7.5,7.5,0,0,0,0,15,5,0,0,0,5,0,0,0,5,0,5,17.5,2.5,2.5,12.5,2.5,0,15,0,0,0,0,0
159963,0,0,0,0,0,0,8.89,0,0,0,0,8.89,2.22,0,2.22,4.44,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0
159976,0,0,0,0,0,0,14.58,4.17,4.17,8.33,0,8.33,2.08,0,0,2.08,2.08,4.17,6.25,4.17,0,2.08,0,0,2.08,0,6.25,0,0,0
160076,1.16,1.16,0,0,0,0,13.95,0,0,0,0,10.47,1.16,1.16,0,1.16,1.16,5.81,10.47,1.16,5.81,3.49,0,0,10.47,0,0,0,0,0
161117,0,0,0,0,0,0,14.29,0,0,0,2.04,12.24,6.12,0,0,4.08,2.04,2.04,6.12,4.08,0,2.04,0,0,0,0,0,0,0,0
161514,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,1.56,0,1.56,0,0,0,1.56,0,0,0,0,0
162527,3.85,3.85,0,0,0,0,7.69,0,0,3.85,3.85,11.54,3.85,1.92,0,3.85,0,5.77,3.85,0,3.85,0,0,0,0,0,0,0,0,0
164453,3.57,3.57,0,0,0,0,3.57,0,0,0,0,5.36,1.79,3.57,0,0,1.79,0,3.57,0,0,0,3.57,0,0,1.79,1.79,0,0,0
164617,11.11,0,8.89,0,2.22,0,13.33,0,0,0,0,4.44,4.44,0,0,0,0,0,4.44,2.22,0,2.22,0,0,6.67,0,0,0,0,0
164711,2.9,2.9,0,0,0,0,5.8,0,4.35,0,0,10.14,1.45,1.45,0,1.45,1.45,4.35,4.35,4.35,0,0,0,0,0,1.45,1.45,1.45,0,0
166043,8.82,8.82,0,0,0,0,14.71,0,0,2.94,2.94,2.94,0,0,0,0,0,2.94,5.88,0,0,2.94,0,2.94,5.88,0,0,0,0,0
166128,6.25,6.25,0,0,0,0,6.25,0,0,2.08,0,12.5,0,4.17,2.08,6.25,0,2.08,6.25,0,2.08,4.17,0,0,2.08,8.33,0,0,0,0
166979,9.09,0,9.09,2.27,2.27,2.27,6.82,2.27,0,0,0,6.82,2.27,2.27,0,2.27,0,0,9.09,0,4.55,4.55,0,4.55,2.27,0,0,0,0,0
167204,1.2,1.2,0,0,0,0,10.84,0,0,0,0,13.25,0,1.2,3.61,7.23,1.2,4.82,3.61,1.2,1.2,0,1.2,0,3.61,0,3.61,0,0,0
167937,0,0,0,0,0,0,6.45,6.45,0,0,3.23,0,0,0,0,0,0,0,6.45,0,0,3.23,3.23,0,3.23,0,0,6.45,3.23,0
168076,5.36,5.36,0,0,0,0,3.57,0,0,0,0,8.93,1.79,5.36,0,0,1.79,0,3.57,0,0,1.79,1.79,0,5.36,0,0,0,0,0
168607,2.56,2.56,0,0,0,0,17.95,5.13,0,12.82,0,2.56,2.56,0,0,0,0,0,7.69,5.13,0,2.56,0,0,5.13,2.56,0,0,0,0
169778,14.71,5.88,8.82,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,2.94,0,2.94,0,0,0,0,0,0
170788,2.6,2.6,0,0,0,0,7.79,0,0,2.6,0,9.09,0,0,5.19,3.9,3.9,3.9,2.6,1.3,0,1.3,0,0,0,0,0,0,0,0
171305,4.55,4.55,0,0,0,0,9.09,2.27,0,6.82,0,4.55,0,0,0,2.27,2.27,0,6.82,2.27,4.55,0,2.27,0,2.27,0,0,0,0,0
172197,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,10,4,2,2,2,2,14,0,0,0,0,0
172593,2.38,2.38,0,0,0,0,9.52,0,0,4.76,4.76,4.76,0,2.38,0,2.38,0,0,2.38,0,0,0,0,2.38,0,0,0,0,0,0
173322,0,0,0,0,0,0,8.89,6.67,2.22,0,0,13.33,6.67,4.44,2.22,2.22,0,4.44,0,0,0,0,0,0,2.22,4.44,0,6.67,0,0
173710,0,0,0,0,0,0,6.25,0,0,0,2.08,8.33,4.17,4.17,0,0,0,0,8.33,0,0,8.33,0,0,4.17,0,0,2.08,0,0
174344,1.82,0,1.82,0,0,0,9.09,1.82,0,7.27,0,7.27,0,0,0,1.82,1.82,5.45,0,0,0,0,0,0,1.82,0,0,0,0,0
174382,4.92,2.46,2.46,0,1.64,0.82,13.93,0,0,2.46,4.92,6.56,0.82,2.46,0.82,0,0,2.46,9.84,3.28,1.64,2.46,2.46,0,1.64,1.64,0,0,0,0
174931,4,4,0,0,0,0,18,0,0,0,0,26,2,2,10,10,2,14,8,2,2,6,2,0,0,0,0,0,0,0
176677,2.17,0,2.17,0,0,0,16.3,8.7,0,2.17,0,9.78,0,0,6.52,1.09,0,4.35,3.26,0,0,2.17,0,1.09,0,0,0,0,0,0
177221,2,0,2,0,0,0,10,2,0,2,0,10,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178319,15.79,0,13.16,2.63,2.63,5.26,0,0,0,0,0,7.89,0,0,0,5.26,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,2.63
178848,1.19,1.19,0,0,0,0,16.67,9.52,0,5.95,0,9.52,3.57,4.76,0,1.19,0,1.19,0,0,0,0,0,0,3.57,1.19,0,0,0,0
179020,21.74,0,21.74,8.7,4.35,0,0,0,0,0,0,13.04,4.35,13.04,0,0,0,0,4.35,0,0,4.35,0,0,0,0,0,0,0,0
179271,3.33,3.33,0,0,0,0,15,1.67,0,1.67,0,6.67,5,0,0,0,0,1.67,3.33,1.67,1.67,0,0,0,5,0,0,0,0,0
180385,1.75,1.75,0,0,0,0,7.02,3.51,0,3.51,0,12.28,1.75,1.75,1.75,5.26,0,3.51,1.75,0,0,0,1.75,0,0,0,0,0,0,0
181379,0,0,0,0,0,0,7.55,0,1.89,1.89,0,1.89,0,0,0,1.89,0,0,7.55,7.55,0,0,0,0,0,0,0,0,15.09,1.89
181811,2.04,2.04,0,0,0,0,0,0,0,0,0,4.08,2.04,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185528,0,0,0,0,0,0,4.76,0,0,4.76,0,16.67,0,0,0,7.14,2.38,7.14,0,0,0,0,0,0,0,0,0,0,0,0
187994,0,0,0,0,0,0,2.33,0,0,2.33,0,0,0,0,0,0,0,0,4.65,0,2.33,2.33,0,0,4.65,9.3,0,4.65,0,0
193982,5.17,1.72,3.45,1.72,0,0,6.9,0,0,0,0,6.9,0,6.9,0,0,0,0,5.17,0,1.72,3.45,0,0,1.72,0,0,0,0,0
194890,0,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,4.55,0,0
195032,6.78,0,6.78,3.39,3.39,0,11.86,1.69,1.69,3.39,5.08,3.39,3.39,0,0,0,0,0,3.39,1.69,1.69,0,0,0,0,0,1.69,0,0,5.08
195051,0,0,0,0,0,0,3.85,0,0,3.85,0,7.69,0,0,0,3.85,0,7.69,0,0,0,0,0,0,3.85,0,0,0,0,0
195964,6.38,6.38,0,0,0,0,6.38,0,0,2.13,0,4.26,4.26,0,0,0,0,0,2.13,0,2.13,2.13,2.13,0,4.26,0,0,2.13,0,0
196510,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198573,1.64,1.64,0,0,0,0,0,0,0,0,0,8.2,0,0,0,6.56,0,4.92,0,0,0,0,0,0,1.64,0,0,0,0,0
201365,1.01,1.01,0,0,0,0,15.15,4.04,0,4.04,0,8.08,2.02,0,0,5.05,0,4.04,9.09,7.07,1.01,1.01,0,0,1.01,5.05,0,0,0,0
202073,0,0,0,0,0,0,2.08,0,0,0,0,10.42,0,2.08,0,8.33,2.08,4.17,2.08,0,0,0,2.08,0,0,0,0,0,0,0
203258,4.26,2.13,2.13,0,0,0,2.13,0,0,2.13,0,0,0,0,0,0,0,0,8.51,2.13,2.13,0,0,4.26,14.89,2.13,2.13,6.38,0,0
203260,1.59,0,1.59,0,0,0,9.52,0,0,3.17,0,11.11,4.76,4.76,1.59,0,0,0,6.35,0,0,4.76,0,1.59,4.76,0,0,0,0,0
205399,0,0,0,0,0,0,0,0,0,0,0,10.26,0,7.69,0,2.56,0,2.56,2.56,0,0,2.56,0,0,0,0,0,0,0,0
205658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206936,5.88,3.92,1.96,0,0,0,7.84,5.88,0,0,0,23.53,0,7.84,1.96,3.92,11.76,0,3.92,0,1.96,1.96,0,0,13.73,0,0,0,0,0
207259,1.92,1.92,0,0,0,0,3.85,0,0,1.92,1.92,7.69,0,0,5.77,7.69,0,7.69,7.69,0,1.92,0,7.69,0,1.92,0,0,3.85,0,0
209131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0
210442,10.87,8.7,2.17,1.09,0,0,11.96,3.26,0,1.09,0,4.35,1.09,0,1.09,0,1.09,1.09,10.87,2.17,0,3.26,3.26,2.17,1.09,0,0,0,0,0
211406,0,0,0,0,0,0,11.11,0,0,1.59,0,17.46,3.17,1.59,0,7.94,1.59,4.76,4.76,0,1.59,1.59,1.59,0,0,0,0,0,0,0
212024,3.51,3.51,0,0,0,0,14.04,0,0,5.26,0,5.26,0,3.51,0,0,1.75,0,3.51,0,0,3.51,0,0,0,0,0,0,0,0
212303,2.33,2.33,0,0,0,0,1.16,0,0,1.16,0,4.65,2.33,2.33,0,0,0,0,5.81,0,3.49,0,0,2.33,0,0,0,0,0,0
212807,0,0,0,0,0,0,3.85,0,0,3.85,0,3.85,1.92,0,0,0,0,1.92,3.85,0,3.85,0,1.92,0,5.77,0,0,0,0,0
221261,0,0,0,0,0,0,6.78,1.69,5.08,0,0,8.47,1.69,1.69,0,1.69,1.69,1.69,1.69,0,0,0,1.69,0,0,0,0,0,0,0
225139,0,0,0,0,0,0,5.56,0,0,1.39,1.39,4.17,0,0,0,1.39,1.39,1.39,1.39,1.39,0,1.39,0,0,0,0,0,0,0,0
228616,3.77,1.89,1.89,1.89,0,0,9.43,1.89,0,0,0,7.55,0,3.77,0,3.77,0,1.89,9.43,5.66,1.89,7.55,1.89,0,0,0,0,1.89,0,0
228738,1.96,0,1.96,0,0,1.96,3.92,3.92,0,0,0,7.84,0,7.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228868,3.23,0,3.23,0,0,3.23,12.9,1.61,0,0,0,12.9,3.23,0,3.23,6.45,0,3.23,4.84,0,1.61,0,3.23,0,3.23,0,1.61,0,0,0
229552,11.63,6.98,4.65,0,0,2.33,11.63,2.33,0,4.65,0,20.93,0,4.65,0,6.98,4.65,6.98,6.98,0,0,0,4.65,2.33,4.65,0,0,0,0,0
230373,4.11,1.37,2.74,0,1.37,1.37,16.44,2.74,0,0,0,15.07,0,0,2.74,10.96,0,8.22,8.22,0,1.37,6.85,1.37,1.37,4.11,0,0,0,0,0
230982,0,0,0,0,0,0,3.81,0,0,0,0,4.76,0,0,2.86,2.86,0,2.86,4.76,0,0.95,0,3.81,0,0,0.95,0,0.95,0,0
233272,3.7,3.7,0,0,0,0,9.88,0,0,0,1.23,14.81,6.17,0,3.7,6.17,0,7.41,7.41,1.23,2.47,2.47,2.47,0,13.58,0,0,0,0,0
234098,3.77,3.77,0,0,0,0,3.77,0,0,0,0,11.32,1.89,0,0,1.89,5.66,1.89,5.66,0,3.77,1.89,5.66,0,0,0,0,0,0,0
239103,3.39,3.39,0,0,0,0,8.47,0,0,0,0,11.86,1.69,0,3.39,6.78,1.69,5.08,6.78,0,0,1.69,5.08,0,6.78,0,0,0,0,0
239104,2.17,2.17,0,0,0,0,5.43,0,0,0,0,14.13,5.43,1.09,0,6.52,1.09,5.43,3.26,0,1.09,3.26,1.09,0,4.35,0,0,0,0,0
239189,3.64,3.64,0,0,0,0,9.09,0,0,1.82,0,18.18,1.82,1.82,3.64,5.45,7.27,3.64,3.64,0,0,1.82,1.82,0,1.82,0,0,0,0,0
239276,5.77,3.85,1.92,0,0,0,11.54,1.92,0,1.92,0,15.38,0,0,1.92,7.69,5.77,3.85,7.69,0,1.92,3.85,3.85,1.92,5.77,0,0,0,0,0
239830,6.67,5,1.67,0,1.67,0,8.33,3.33,0,1.67,0,3.33,0,0,0,3.33,0,0,6.67,1.67,1.67,3.33,0,0,1.67,0,0,0,0,0
240452,2.94,2.94,0,0,0,0,8.82,0,0,0,0,10.29,1.47,1.47,1.47,4.41,0,4.41,5.88,1.47,2.94,2.94,2.94,0,1.47,0,0,0,0,0
240504,1.52,0,1.52,0,0,1.52,12.12,4.55,0,3.03,0,13.64,0,0,1.52,6.06,1.52,4.55,4.55,1.52,3.03,0,0,0,0,0,0,0,0,0
241405,5,2.5,2.5,2.5,0,0,2.5,2.5,0,0,0,10,2.5,0,0,2.5,5,0,7.5,0,0,2.5,0,5,2.5,0,0,0,0,2.5
243591,1.32,1.32,0,0,0,0,14.47,2.63,0,0,0,17.11,2.63,2.63,3.95,6.58,1.32,2.63,5.26,0,1.32,2.63,3.95,0,0,0,2.63,0,0,0
244808,0,0,0,0,0,0,0,0,0,0,0,14.89,0,2.13,0,10.64,0,8.51,2.13,0,0,2.13,0,0,0,0,0,0,0,0
245321,1.92,0,1.92,0,0,0,7.69,0,0,0,0,32.69,3.85,1.92,3.85,15.38,1.92,13.46,1.92,0,1.92,0,0,0,1.92,0,0,1.92,0,0
248086,0,0,0,0,0,0,9.26,0,0,0,5.56,9.26,5.56,0,0,3.7,0,1.85,7.41,0,5.56,0,7.41,0,14.81,0,0,0,0,0
250426,0,0,0,0,0,0,3.17,0,0,0,0,12.7,3.17,4.76,1.59,4.76,1.59,1.59,0,0,0,0,0,0,0,0,0,0,0,0
250427,6.25,6.25,0,0,0,0,12.5,0,0,3.12,0,15.62,6.25,6.25,0,3.12,0,0,9.38,3.12,0,3.12,0,3.12,3.12,0,0,0,0,0
251504,5.88,3.92,1.96,0,0,0,19.61,0,1.96,1.96,1.96,27.45,5.88,9.8,3.92,3.92,5.88,1.96,9.8,0,1.96,7.84,3.92,0,1.96,0,0,0,0,0
252019,5.45,5.45,0,0,0,0,12.73,0,0,0,0,12.73,1.82,5.45,5.45,1.82,0,0,5.45,3.64,1.82,1.82,1.82,0,1.82,0,0,0,0,0
254451,2.33,0,2.33,2.33,0,0,4.65,0,0,0,0,4.65,0,2.33,2.33,0,0,0,2.33,0,0,2.33,0,0,2.33,0,0,0,0,0
255577,0,0,0,0,0,0,4.44,0,0,0,0,15.56,4.44,0,4.44,2.22,2.22,2.22,4.44,0,4.44,0,2.22,0,8.89,0,0,2.22,0,0
258516,0,0,0,0,0,0,6.56,0,0,1.64,0,16.39,0,3.28,0,3.28,3.28,8.2,1.64,0,0,0,1.64,0,3.28,0,0,0,0,0
259109,4.88,4.88,0,0,0,0,4.88,0,0,0,0,4.88,0,0,0,0,2.44,2.44,0,0,0,0,0,0,0,0,0,0,0,0
260500,2.27,2.27,0,0,0,0,5.68,0,0,0,0,12.5,0,1.14,5.68,5.68,2.27,3.41,7.95,2.27,1.14,1.14,3.41,0,0,0,0,0,0,0
261179,2.22,2.22,0,0,0,0,2.22,0,0,0,0,8.89,0,8.89,0,0,0,0,4.44,2.22,2.22,0,0,0,4.44,0,0,0,0,0
261949,1.85,0,1.85,1.85,0,0,5.56,1.85,0,1.85,0,16.67,5.56,1.85,1.85,3.7,3.7,3.7,1.85,0,0,0,1.85,0,0,0,0,0,0,0
262302,2.53,2.53,0,0,0,0,8.86,1.27,0,3.8,1.27,8.86,2.53,0,1.27,2.53,1.27,1.27,1.27,0,0,1.27,0,1.27,0,0,0,0,0,0
262771,1.82,1.82,0,0,0,0,5.45,0,0,1.82,0,7.27,1.82,1.82,0,0,1.82,1.82,3.64,1.82,0,0,1.82,0,0,0,1.82,1.82,0,0
263891,0,0,0,0,0,0,5.77,0,1.92,0,0,15.38,1.92,3.85,0,7.69,0,1.92,0,0,0,0,0,0,1.92,0,0,0,0,0
264065,0,0,0,0,0,0,12,6,0,0,0,6,0,0,2,2,0,4,12,6,4,4,0,0,4,4,4,2,0,0
265408,10.81,4.05,6.76,0,0,0,1.35,0,0,0,0,6.76,4.05,1.35,0,1.35,0,1.35,6.76,0,6.76,0,1.35,0,12.16,0,0,0,0,0
265982,0.89,0.89,0,0,0,0,16.96,0.89,0,0,0.89,8.04,2.68,0,4.46,1.79,2.68,2.68,2.68,1.79,0,0.89,0,0,1.79,0.89,0,4.46,0,0
266333,3.51,3.51,0,0,0,0,1.75,0,0,0,0,14.04,1.75,0,3.51,5.26,3.51,5.26,1.75,0,0,1.75,0,0,0,1.75,0,0,0,0
266584,5.26,0,5.26,1.32,0,0,1.32,0,0,0,0,10.53,0,1.32,2.63,6.58,1.32,3.95,2.63,0,1.32,0,0,1.32,2.63,0,0,0,0,0
268406,0,0,0,0,0,0,3.57,0,0,0,0,10.71,0,3.57,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272550,3.85,1.92,1.92,1.92,0,0,13.46,1.92,0,1.92,0,13.46,5.77,1.92,0,3.85,0,5.77,5.77,0,1.92,1.92,0,1.92,0,0,0,0,0,0
272612,1.85,1.85,0,0,0,0,7.41,1.85,0,3.7,0,16.67,7.41,0,1.85,9.26,1.85,1.85,1.85,0,1.85,0,0,0,0,0,0,0,0,0
280605,6.82,4.55,2.27,0,2.27,0,6.82,4.55,0,4.55,0,9.09,0,0,0,0,4.55,4.55,9.09,0,2.27,4.55,2.27,0,2.27,9.09,0,0,0,2.27
280755,0,0,0,0,0,0,3.12,0,0,0,0,9.38,0,0,3.12,6.25,0,0,6.25,0,6.25,0,0,0,3.12,0,0,0,0,0
281625,0,0,0,0,0,0,2.44,0,0,1.22,0,3.66,0,0,0,3.66,0,0,7.32,0,3.66,2.44,0,1.22,2.44,0,0,0,0,0
281856,0,0,0,0,0,0,5.56,0,0,0,0,7.41,0.62,0,2.47,2.47,0.62,1.85,4.94,0,3.09,0,1.85,0,0,0,0,0,0,0
282103,0,0,0,0,0,0,6.73,0,0,5.77,0,0.96,0,0,0,0,0.96,0,4.81,0.96,0,3.85,0,0,2.88,0,2.88,0,0,0
282799,3.33,0,3.33,0,0,1.11,12.22,0,0,5.56,0,5.56,0,1.11,0,2.22,0,2.22,7.78,0,0,7.78,0,0,0,0,0,2.22,0,0
284407,1.49,1.49,0,0,0,0,4.48,0,0,0,0,10.45,0,0,2.99,2.99,1.49,7.46,2.99,1.49,1.49,0,1.49,0,1.49,2.99,0,0,0,0
284575,5.88,5.88,0,0,0,0,21.57,3.92,1.96,7.84,7.84,1.96,1.96,0,0,0,0,0,11.76,5.88,5.88,3.92,5.88,0,1.96,0,0,0,0,0
284929,0,0,0,0,0,0,18.52,2.47,0,2.47,2.47,16.05,0,2.47,11.11,2.47,1.23,2.47,6.17,0,0,6.17,0,0,1.23,0,0,0,0,0
293421,6.82,6.82,0,0,0,0,9.09,0,0,2.27,0,11.36,0,4.55,0,2.27,0,4.55,9.09,6.82,6.82,0,2.27,0,6.82,15.91,0,0,0,0
299476,6.67,6.67,0,0,0,0,3.33,0,0,0,1.67,6.67,0,0,1.67,1.67,0,3.33,10,0,5,6.67,5,1.67,3.33,0,0,0,0,0
299692,0,0,0,0,0,0,18.18,7.58,0,0,0,7.58,0,0,0,1.52,0,6.06,6.06,0,4.55,1.52,0,0,4.55,0,0,0,0,0
299739,1.33,1.33,0,0,0,0,18.67,6.67,0,0,0,17.33,2.67,1.33,5.33,6.67,2.67,5.33,8,1.33,1.33,6.67,1.33,0,4,0,0,0,0,0
299939,1.18,0,1.18,1.18,0,0,18.82,1.18,0,0,0,17.65,0,3.53,1.18,9.41,0,5.88,5.88,0,3.53,2.35,0,0,4.71,0,0,0,0,0
299945,1.89,1.89,0,0,0,0,1.89,1.89,0,0,0,7.55,1.89,0,1.89,3.77,0,3.77,3.77,0,1.89,1.89,0,0,0,0,0,0,0,0
301238,0,0,0,0,0,0,10.26,0,0,0,0,7.69,2.56,0,1.28,5.13,0,2.56,8.97,0,2.56,0,6.41,0,8.97,0,0,0,0,0
301586,4.55,4.55,0,0,0,0,27.27,3.03,0,13.64,3.03,7.58,1.52,3.03,0,1.52,0,1.52,21.21,4.55,7.58,4.55,9.09,0,12.12,0,0,1.52,0,1.52
303133,5.1,2.04,3.06,1.02,1.02,0,6.12,1.02,0,2.04,0,9.18,1.02,3.06,1.02,3.06,0,4.08,12.24,1.02,3.06,5.1,2.04,2.04,5.1,1.02,1.02,1.02,2.04,0
303777,2.13,2.13,0,0,0,0,8.51,2.13,0,0,0,4.26,0,0,0,0,0,4.26,6.38,0,2.13,0,2.13,2.13,2.13,8.51,0,0,0,0
304200,5.56,2.22,3.33,1.11,0,2.22,13.33,2.22,0,2.22,0,10,0,2.22,0,3.33,2.22,4.44,8.89,0,1.11,5.56,1.11,1.11,5.56,0,0,0,0,0
306533,3.09,3.09,0,0,0,0,2.06,0,0,0,0,1.03,0,1.03,0,1.03,0,0,8.25,1.03,2.06,1.03,5.15,0,8.25,0,1.03,5.15,0,0
308687,0,0,0,0,0,0,3.17,0,0,0,1.59,3.17,0,0,0,3.17,0,1.59,0,0,0,0,0,0,0,0,0,17.46,0,0
309781,0,0,0,0,0,0,0,0,0,0,0,3.28,1.64,0,1.64,1.64,0,0,3.28,0,0,3.28,0,0,14.75,0,0,6.56,0,0
310634,1.75,0,1.75,0,0,1.75,0,0,0,0,0,10.53,3.51,5.26,0,1.75,0,0,5.26,0,3.51,3.51,1.75,0,8.77,0,0,1.75,0,0
310713,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,3.12,0,3.12,3.12,0,0,3.12,0,0,6.25,0,0,9.38,0,0
311291,1.85,0,1.85,0,0,1.85,0,0,0,0,0,5.56,0,3.7,1.85,0,0,0,3.7,0,0,3.7,0,0,3.7,0,0,3.7,0,0
312526,1.12,0,1.12,1.12,0,0,0,0,0,0,0,13.48,0,2.25,0,11.24,0,6.74,1.12,0,0,0,0,1.12,4.49,0,0,6.74,0,0
313277,1.28,1.28,0,0,0,0,1.28,0,0,1.28,0,19.23,2.56,3.85,1.28,14.1,0,6.41,0,0,0,0,0,0,1.28,0,0,5.13,0,0
313592,4.35,4.35,0,0,0,0,1.09,0,0,0,0,13.04,2.17,3.26,0,3.26,4.35,0,4.35,1.09,1.09,3.26,0,0,9.78,1.09,0,5.43,0,0
320320,0,0,0,0,0,0,4.17,0,0,0,0,6.25,0,6.25,0,0,0,0,12.5,0,0,12.5,0,0,18.75,0,0,8.33,0,0
321516,3.51,3.51,0,0,0,0,10.53,0,0,7.02,0,1.75,0,1.75,0,0,0,0,5.26,0,5.26,1.75,3.51,0,3.51,1.75,1.75,3.51,0,0
322366,8.89,8.89,0,0,0,0,0,0,0,0,0,6.67,0,2.22,0,4.44,0,2.22,2.22,0,0,2.22,0,0,0,0,0,6.67,0,0
323535,7.69,7.69,0,0,0,0,9.62,0,0,9.62,0,0,0,0,0,0,0,0,5.77,0,5.77,0,5.77,0,3.85,3.85,0,7.69,0,0
323625,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,2.67,0,2.67,0,0,0,2.67,2.67,0,4,0,0
324596,0,0,0,0,0,0,3.75,0,0,1.25,1.25,2.5,0,0,0,1.25,0,2.5,7.5,0,7.5,0,5,0,10,0,0,7.5,0,0
325643,2.44,2.44,0,0,0,0,1.22,0,0,0,0,10.98,1.22,2.44,0,2.44,0,6.1,7.32,1.22,3.66,3.66,2.44,0,9.76,0,1.22,4.88,0,0
326417,1,0,1,0,0,0,17,3,0,3,0,16,0,3,4,6,1,6,4,1,0,1,1,1,4,0,0,0,0,0
326719,0,0,0,0,0,0,8.62,0,0,1.72,0,12.07,0,1.72,6.9,3.45,0,5.17,1.72,0,0,1.72,0,0,1.72,3.45,0,0,0,0
327824,0,0,0,0,0,0,8.57,2.86,0,0,0,7.86,0.71,0.71,2.86,3.57,0,2.14,1.43,0.71,0,0,0.71,0,0,5,0,0,0,0
330450,0,0,0,0,0,0,8.51,0,0,4.26,0,8.51,0,0,0,8.51,0,2.13,6.38,0,6.38,0,6.38,0,0,0,0,0,0,0
334425,0,0,0,0,0,0,10.81,2.7,1.35,1.35,1.35,5.41,0,0,0,2.7,2.7,0,5.41,1.35,1.35,2.7,0,0,2.7,1.35,1.35,0,0,0
334594,4.08,2.04,2.04,0,0,0,10.2,2.04,0,6.12,0,6.12,4.08,2.04,0,0,0,0,8.16,2.04,0,4.08,2.04,0,0,0,0,0,0,0
334867,0,0,0,0,0,0,0,0,0,0,0,2.5,0,1.25,0,0,1.25,0,1.25,0,0,1.25,0,0,0,0,0,0,0,0
334904,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,1.69,0,1.69,0,0,1.69,0,0,0,0,0,0,0,0
335086,4.88,4.88,0,0,0,0,9.76,0,0,7.32,0,9.76,2.44,0,4.88,2.44,2.44,2.44,4.88,0,2.44,4.88,2.44,0,0,0,0,0,0,4.88
335236,0.87,0.87,0,0,0,0,10.43,0,1.74,0.87,2.61,6.96,0.87,1.74,0,2.61,0.87,1.74,10.43,4.35,0.87,2.61,1.74,0.87,0.87,3.48,0.87,0,0,0
335539,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
335542,7.14,2.38,4.76,0,0,0,0,0,0,0,0,11.9,2.38,0,0,4.76,0,4.76,4.76,0,0,0,0,4.76,0,0,0,0,0,0
335564,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335633,1.75,1.75,0,0,0,0,10.53,0,0,3.51,0,10.53,0,5.26,0,1.75,1.75,1.75,12.28,0,1.75,7.02,3.51,0,1.75,1.75,0,1.75,0,0
335903,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,1.47,0,1.47,0,0,1.47,0,0,5.88,0,0,0,0,0
335910,4.35,4.35,0,0,0,0,6.52,0,0,0,0,10.87,2.17,2.17,0,0,2.17,4.35,8.7,2.17,0,4.35,2.17,0,2.17,2.17,0,0,0,0
336068,3.51,3.51,0,0,0,0,7.02,0,0,0,0,7.02,3.51,1.75,0,0,0,1.75,7.02,1.75,1.75,5.26,0,0,0,5.26,0,0,0,0
336142,0,0,0,0,0,0,16.33,4.08,0,4.08,4.08,0,0,0,0,0,0,0,8.16,4.08,0,4.08,0,0,0,4.08,0,0,0,0
336203,0,0,0,0,0,0,5.66,0,0,5.66,0,9.43,0,5.66,1.89,0,1.89,1.89,1.89,0,0,1.89,0,0,0,0,3.77,0,0,0
336620,1.92,1.92,0,0,0,0,3.85,0,0,3.85,0,1.92,0,0,0,1.92,0,0,3.85,0,0,3.85,0,0,5.77,3.85,0,0,0,0
336648,3.51,1.75,1.75,0,1.75,0,5.26,0,0,0,0,8.77,3.51,0,0,3.51,0,3.51,1.75,0,0,1.75,0,0,0,0,0,0,0,0
337385,5.45,0,5.45,0,0,0,7.27,0,0,3.64,0,0,0,0,0,0,0,0,1.82,0,0,1.82,0,0,3.64,0,0,0,0,1.82
337528,7.14,3.57,3.57,0,0,0,17.86,3.57,0,3.57,7.14,7.14,3.57,0,0,0,0,3.57,10.71,3.57,0,3.57,0,3.57,0,0,0,0,0,3.57
337654,2.56,2.56,0,0,0,0,5.13,0,0,5.13,0,2.56,2.56,0,0,0,0,0,2.56,0,2.56,0,0,0,0,2.56,5.13,0,0,2.56
